NumberOfSites,Site,SequenceFile,Sequence,StepGroup,StepName,StepId,StepType,SitesTested,LoopIndex,ModuleTime,TotalTime,Status,SocketTime
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"NoiseFloorCAL",ID#:MzpTTgDv7xGa+gCALzaHYA,WLANTest,"0",6,0.0164726,0.0170056,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"WLAN Test",ID#:0mewcV7p7xGp7gCALzaHYA,WLANTest,"0",6,0.0043033,0.0056147,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"End",ID#:aV3iwVrp7xGp7gCALzaHYA,NI_Flow_End,,6,0,1.46E-05,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Results Loop",ID#:iYOxjXfu7xGqAwCALzaHYA,NI_Flow_SweepLoop,,6,0,5.4E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Tx Gain Fetch and Bin",ID#:L0oOO8nl7xGp7gCALzaHYA,SpecAnFetch,"0",6,0.0009371,0.0021947,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"P1dB Fetch and Bin",ID#:pPmB6ibv7xGa+gCALzaHYA,SpecAnFetch,"",6,0,1.49E-05,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"ACP Fetch and Bin",ID#:9HDiiiLv7xGa+gCALzaHYA,SpecAnFetch,"0",6,0.0019463,0.0026837,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"WLAN Fetch and Bin",ID#:1GewcV7p7xGp7gCALzaHYA,WLANFetch,"0",6,0.0175005,0.0183871,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"End",ID#:w0+E5F3p7xGp7gCALzaHYA,NI_Flow_End,,6,0,1.22E-05,Skipped,
1,0,,,Main,"MainSequence Callback",ID#:YrKi/zXHdkCNgsobg3W4hA,SequenceCall,,7,0.1667213,0.1667859,Failed,0.1724197
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Continuity",ID#:z0CRLMPk7xGp7gCALzaHYA,NI_SemiconductorTest_ContinuityTest,"0",7,0.0523718,0.0533758,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Leakage",ID#:O6/6zA7o7xGp7gCALzaHYA,NI_SemiconductorTest_LeakageTest,"0",7,0.0308571,0.031499,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"DUT Power Up",ID#:4jaocg/o7xGp7gCALzaHYA,NI_SemiconductorTest_DutPowerUp,"0",7,0.0010199,0.0017587,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Run_IDD",ID#:mS8bog/o7xGp7gCALzaHYA,NI_SemiconductorTest_ForceVoltageMeasureCurrent,"0",7,0.0215925,0.0220944,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Measure Loop",ID#:Z13iwVrp7xGp7gCALzaHYA,NI_Flow_SweepLoop,,7,0,7.8E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Tx Gain Test",ID#:s8Ek5Mjl7xGp7gCALzaHYA,SpecAnTest,"0",7,0.0047119,0.0053019,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"P1dB Test",ID#:JjiClCjv7xGa+gCALzaHYA,SpecAnTest,"",7,0,9.3E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"ACP Test",ID#:SYWIIhDv7xGa+gCALzaHYA,SpecAnTest,"0",7,0.0037479,0.0042605,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"NoiseFloorCAL",ID#:MzpTTgDv7xGa+gCALzaHYA,WLANTest,"0",7,0.0165505,0.0171058,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"WLAN Test",ID#:0mewcV7p7xGp7gCALzaHYA,WLANTest,"0",7,0.0040504,0.0048396,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"End",ID#:aV3iwVrp7xGp7gCALzaHYA,NI_Flow_End,,7,0,3.34E-05,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Results Loop",ID#:iYOxjXfu7xGqAwCALzaHYA,NI_Flow_SweepLoop,,7,0,5.4E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Tx Gain Fetch and Bin",ID#:L0oOO8nl7xGp7gCALzaHYA,SpecAnFetch,"0",7,0.0005998,0.0013848,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"P1dB Fetch and Bin",ID#:pPmB6ibv7xGa+gCALzaHYA,SpecAnFetch,"",7,0,9.5E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"ACP Fetch and Bin",ID#:9HDiiiLv7xGa+gCALzaHYA,SpecAnFetch,"0",7,0.0015794,0.0024984,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"WLAN Fetch and Bin",ID#:1GewcV7p7xGp7gCALzaHYA,WLANFetch,"0",7,0.0202357,0.0210323,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"End",ID#:w0+E5F3p7xGp7gCALzaHYA,NI_Flow_End,,7,0,1.14E-05,Skipped,
1,0,,,Main,"MainSequence Callback",ID#:YrKi/zXHdkCNgsobg3W4hA,SequenceCall,,8,0.1664286,0.166497,Failed,0.1723125
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Continuity",ID#:z0CRLMPk7xGp7gCALzaHYA,NI_SemiconductorTest_ContinuityTest,"0",8,0.0522513,0.0531909,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Leakage",ID#:O6/6zA7o7xGp7gCALzaHYA,NI_SemiconductorTest_LeakageTest,"0",8,0.0308214,0.0316367,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"DUT Power Up",ID#:4jaocg/o7xGp7gCALzaHYA,NI_SemiconductorTest_DutPowerUp,"0",8,0.0010301,0.0017512,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Run_IDD",ID#:mS8bog/o7xGp7gCALzaHYA,NI_SemiconductorTest_ForceVoltageMeasureCurrent,"0",8,0.0217197,0.022291,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Measure Loop",ID#:Z13iwVrp7xGp7gCALzaHYA,NI_Flow_SweepLoop,,8,0,5.6E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Tx Gain Test",ID#:s8Ek5Mjl7xGp7gCALzaHYA,SpecAnTest,"0",8,0.0054345,0.0060503,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"P1dB Test",ID#:JjiClCjv7xGa+gCALzaHYA,SpecAnTest,"",8,0,1.2E-05,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"ACP Test",ID#:SYWIIhDv7xGa+gCALzaHYA,SpecAnTest,"0",8,0.0031545,0.003717,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"NoiseFloorCAL",ID#:MzpTTgDv7xGa+gCALzaHYA,WLANTest,"0",8,0.0164116,0.0169168,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"WLAN Test",ID#:0mewcV7p7xGp7gCALzaHYA,WLANTest,"0",8,0.0041467,0.00482,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"End",ID#:aV3iwVrp7xGp7gCALzaHYA,NI_Flow_End,,8,0,9E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Results Loop",ID#:iYOxjXfu7xGqAwCALzaHYA,NI_Flow_SweepLoop,,8,0,3.2E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Tx Gain Fetch and Bin",ID#:L0oOO8nl7xGp7gCALzaHYA,SpecAnFetch,"0",8,0.0009548,0.0024305,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"P1dB Fetch and Bin",ID#:pPmB6ibv7xGa+gCALzaHYA,SpecAnFetch,"",8,0,1.01E-05,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"ACP Fetch and Bin",ID#:9HDiiiLv7xGa+gCALzaHYA,SpecAnFetch,"0",8,0.0016901,0.0026877,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"WLAN Fetch and Bin",ID#:1GewcV7p7xGp7gCALzaHYA,WLANFetch,"0",8,0.0184461,0.019273,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"End",ID#:w0+E5F3p7xGp7gCALzaHYA,NI_Flow_End,,8,0,1.86E-05,Skipped,
1,0,,,Main,"MainSequence Callback",ID#:YrKi/zXHdkCNgsobg3W4hA,SequenceCall,,9,0.1682961,0.1683589,Failed,0.1740129
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Continuity",ID#:z0CRLMPk7xGp7gCALzaHYA,NI_SemiconductorTest_ContinuityTest,"0",9,0.0523984,0.0533843,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Leakage",ID#:O6/6zA7o7xGp7gCALzaHYA,NI_SemiconductorTest_LeakageTest,"0",9,0.0306779,0.0312244,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"DUT Power Up",ID#:4jaocg/o7xGp7gCALzaHYA,NI_SemiconductorTest_DutPowerUp,"0",9,0.0009578,0.0016123,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Run_IDD",ID#:mS8bog/o7xGp7gCALzaHYA,NI_SemiconductorTest_ForceVoltageMeasureCurrent,"0",9,0.0213985,0.02185,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Measure Loop",ID#:Z13iwVrp7xGp7gCALzaHYA,NI_Flow_SweepLoop,,9,0,7E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Tx Gain Test",ID#:s8Ek5Mjl7xGp7gCALzaHYA,SpecAnTest,"0",9,0.0057849,0.0064492,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"P1dB Test",ID#:JjiClCjv7xGa+gCALzaHYA,SpecAnTest,"",9,0,1.16E-05,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"ACP Test",ID#:SYWIIhDv7xGa+gCALzaHYA,SpecAnTest,"0",9,0.0046397,0.0054802,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"NoiseFloorCAL",ID#:MzpTTgDv7xGa+gCALzaHYA,WLANTest,"0",9,0.016563,0.0171116,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"WLAN Test",ID#:0mewcV7p7xGp7gCALzaHYA,WLANTest,"0",9,0.0045413,0.0058147,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"End",ID#:aV3iwVrp7xGp7gCALzaHYA,NI_Flow_End,,9,0,1.8E-05,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Results Loop",ID#:iYOxjXfu7xGqAwCALzaHYA,NI_Flow_SweepLoop,,9,0,5.4E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Tx Gain Fetch and Bin",ID#:L0oOO8nl7xGp7gCALzaHYA,SpecAnFetch,"0",9,0.000713,0.0018511,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"P1dB Fetch and Bin",ID#:pPmB6ibv7xGa+gCALzaHYA,SpecAnFetch,"",9,0,7.4E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"ACP Fetch and Bin",ID#:9HDiiiLv7xGa+gCALzaHYA,SpecAnFetch,"0",9,0.0017724,0.0024254,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"WLAN Fetch and Bin",ID#:1GewcV7p7xGp7gCALzaHYA,WLANFetch,"0",9,0.0188177,0.0196229,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"End",ID#:w0+E5F3p7xGp7gCALzaHYA,NI_Flow_End,,9,0,1.06E-05,Skipped,
1,0,,,Main,"MainSequence Callback",ID#:YrKi/zXHdkCNgsobg3W4hA,SequenceCall,,10,0.1678953,0.1679667,Failed,0.1737557
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Continuity",ID#:z0CRLMPk7xGp7gCALzaHYA,NI_SemiconductorTest_ContinuityTest,"0",10,0.0523474,0.0534212,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Leakage",ID#:O6/6zA7o7xGp7gCALzaHYA,NI_SemiconductorTest_LeakageTest,"0",10,0.0308346,0.0315468,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"DUT Power Up",ID#:4jaocg/o7xGp7gCALzaHYA,NI_SemiconductorTest_DutPowerUp,"0",10,0.0010461,0.0018136,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Run_IDD",ID#:mS8bog/o7xGp7gCALzaHYA,NI_SemiconductorTest_ForceVoltageMeasureCurrent,"0",10,0.0216236,0.0220962,Failed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Measure Loop",ID#:Z13iwVrp7xGp7gCALzaHYA,NI_Flow_SweepLoop,,10,0,6.6E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Tx Gain Test",ID#:s8Ek5Mjl7xGp7gCALzaHYA,SpecAnTest,"0",10,0.0050122,0.0054365,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"P1dB Test",ID#:JjiClCjv7xGa+gCALzaHYA,SpecAnTest,"",10,0,5.8E-06,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"ACP Test",ID#:SYWIIhDv7xGa+gCALzaHYA,SpecAnTest,"0",10,0.0034886,0.0042408,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"NoiseFloorCAL",ID#:MzpTTgDv7xGa+gCALzaHYA,WLANTest,"0",10,0.0163298,0.0170878,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"WLAN Test",ID#:0mewcV7p7xGp7gCALzaHYA,WLANTest,"0",10,0.0045484,0.0052782,Done,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"End",ID#:aV3iwVrp7xGp7gCALzaHYA,NI_Flow_End,,10,0,3.32E-05,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Results Loop",ID#:iYOxjXfu7xGqAwCALzaHYA,NI_Flow_SweepLoop,,10,0,1.47E-05,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"Tx Gain Fetch and Bin",ID#:L0oOO8nl7xGp7gCALzaHYA,SpecAnFetch,"0",10,0.0006119,0.0021343,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"P1dB Fetch and Bin",ID#:pPmB6ibv7xGa+gCALzaHYA,SpecAnFetch,"",10,0,1.15E-05,Skipped,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"ACP Fetch and Bin",ID#:9HDiiiLv7xGa+gCALzaHYA,SpecAnFetch,"0",10,0.0016715,0.0024436,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"WLAN Fetch and Bin",ID#:1GewcV7p7xGp7gCALzaHYA,WLANFetch,"0",10,0.0199363,0.020767,Passed,
1,0,C:\AMER-SEBU-NIRD-WIFI7 STS Demo-03487917\RF_Demo_20250205_01\RF_Demo_20250205_01.seq,"MainSequence",Main,"End",ID#:w0+E5F3p7xGp7gCALzaHYA,NI_Flow_End,,10,0,1.31E-05,Skipped,
